car: retangulo: - x:9750.000000 - y:0.000000 - w:11700.000000 - h:2724.000000
cep quadra:b8-1.76, area: 9696.000000
cep quadra:b8-61.107, area: 8939712.000000
cep quadra:b8-61.108, area: 8949408.000000
cep quadra:b8-61.109, area: 8959104.000000
cep quadra:b8-61.110, area: 8968800.000000
cep quadra:b8-61.111, area: 8978496.000000
cep quadra:b8-61.112, area: 8988192.000000
cep quadra:b8-61.113, area: 8997888.000000
cep quadra:b8-61.114, area: 9007584.000000
cep quadra:b8-61.115, area: 9017280.000000
cep quadra:b8-61.116, area: 9026976.000000
cep quadra:b8-61.117, area: 9036672.000000
cep quadra:b8-61.118, area: 9046368.000000
cep quadra:b8-61.119, area: 9056064.000000
cep quadra:b8-61.120, area: 9065760.000000
cep quadra:b8-61.121, area: 9075456.000000
cep quadra:b8-61.122, area: 9085152.000000
cep quadra:b8-61.123, area: 9094848.000000
cep quadra:b8-61.124, area: 9104544.000000
cep quadra:b8-61.125, area: 9114240.000000
cep quadra:b8-61.126, area: 9123936.000000
cep quadra:b8-61.127, area: 9133632.000000
cep quadra:b8-61.128, area: 9143328.000000
cep quadra:b8-61.129, area: 9153024.000000
cep quadra:b8-61.130, area: 9162720.000000
cep quadra:b8-61.131, area: 9172416.000000
cep quadra:b8-61.132, area: 9182112.000000
cep quadra:b8-61.133, area: 9191808.000000
cep quadra:b8-61.134, area: 9201504.000000
cep quadra:b8-61.135, area: 9211200.000000
cep quadra:b8-61.136, area: 9220896.000000
cep quadra:b8-61.137, area: 9230592.000000
cep quadra:b8-61.138, area: 9240288.000000
cep quadra:b8-61.139, area: 9249984.000000
cep quadra:b8-61.140, area: 9259680.000000
cep quadra:b8-61.141, area: 9269376.000000
cep quadra:b8-61.142, area: 9279072.000000
cep quadra:b8-61.143, area: 9288768.000000
cep quadra:b8-61.144, area: 9298464.000000
cep quadra:b8-61.145, area: 9308160.000000
cep quadra:b8-61.146, area: 9317856.000000
cep quadra:b8-61.147, area: 9327552.000000
cep quadra:b8-61.148, area: 9337248.000000
cep quadra:b8-61.149, area: 9346944.000000
cep quadra:b8-61.150, area: 9356640.000000
cep quadra:b8-61.151, area: 9366336.000000
cep quadra:b8-61.152, area: 9376032.000000
cep quadra:b8-61.153, area: 9385728.000000
cep quadra:b8-61.154, area: 9395424.000000
cep quadra:b8-61.155, area: 9405120.000000
cep quadra:b8-61.156, area: 9414816.000000
cep quadra:b8-61.157, area: 9424512.000000
cep quadra:b8-61.158, area: 9434208.000000
cep quadra:b8-61.159, area: 9443904.000000
cep quadra:b8-61.160, area: 9453600.000000
cep quadra:b8-61.161, area: 9463296.000000
cep quadra:b8-61.162, area: 9472992.000000
cep quadra:b8-61.163, area: 9482688.000000
cep quadra:b8-61.164, area: 9492384.000000
cep quadra:b8-62.76, area: 9502080.000000
cep quadra:b8-62.77, area: 9511776.000000
cep quadra:b8-62.78, area: 9521472.000000
cep quadra:b8-62.79, area: 9531168.000000
cep quadra:b8-62.80, area: 9540864.000000
cep quadra:b8-62.81, area: 9550560.000000
cep quadra:b8-62.82, area: 9560256.000000
cep quadra:b8-62.83, area: 9569952.000000
cep quadra:b8-62.84, area: 9579648.000000
cep quadra:b8-62.85, area: 9589344.000000
cep quadra:b8-62.86, area: 9599040.000000
cep quadra:b8-62.87, area: 9608736.000000
cep quadra:b8-62.88, area: 9618432.000000
cep quadra:b8-62.89, area: 9628128.000000
cep quadra:b8-62.90, area: 9637824.000000
cep quadra:b8-62.91, area: 9647520.000000
cep quadra:b8-62.92, area: 9657216.000000
cep quadra:b8-62.93, area: 9666912.000000
cep quadra:b8-62.94, area: 9676608.000000
cep quadra:b8-62.95, area: 9686304.000000
cep quadra:b8-62.96, area: 9696000.000000
cep quadra:b8-62.97, area: 9705696.000000
cep quadra:b8-62.98, area: 9715392.000000
cep quadra:b8-62.99, area: 9725088.000000
cep quadra:b8-62.100, area: 9734784.000000
cep quadra:b8-62.101, area: 9744480.000000
cep quadra:b8-62.102, area: 9754176.000000
cep quadra:b8-62.103, area: 9763872.000000
cep quadra:b8-62.104, area: 9773568.000000
cep quadra:b8-62.105, area: 9783264.000000
cep quadra:b8-62.106, area: 9792960.000000
cep quadra:b8-62.107, area: 9802656.000000
cep quadra:b8-62.108, area: 9812352.000000
cep quadra:b8-62.109, area: 9822048.000000
cep quadra:b8-62.110, area: 9831744.000000
cep quadra:b8-62.111, area: 9841440.000000
cep quadra:b8-62.112, area: 9851136.000000
cep quadra:b8-62.113, area: 9860832.000000
cep quadra:b8-62.114, area: 9870528.000000
cep quadra:b8-62.115, area: 9880224.000000
cep quadra:b8-62.116, area: 9889920.000000
cep quadra:b8-62.117, area: 9899616.000000
cep quadra:b8-62.118, area: 9909312.000000
cep quadra:b8-62.119, area: 9919008.000000
cep quadra:b8-62.120, area: 9928704.000000
cep quadra:b8-62.121, area: 9938400.000000
cep quadra:b8-62.122, area: 9948096.000000
cep quadra:b8-62.123, area: 9957792.000000
cep quadra:b8-62.124, area: 9967488.000000
cep quadra:b8-62.125, area: 9977184.000000
cep quadra:b8-62.126, area: 9986880.000000
cep quadra:b8-62.127, area: 9996576.000000
cep quadra:b8-62.128, area: 10006272.000000
cep quadra:b8-62.129, area: 10015968.000000
cep quadra:b8-62.130, area: 10025664.000000
cep quadra:b8-62.131, area: 10035360.000000
cep quadra:b8-62.132, area: 10045056.000000
cep quadra:b8-62.133, area: 10054752.000000
cep quadra:b8-62.134, area: 10064448.000000
cep quadra:b8-62.135, area: 10074144.000000
cep quadra:b8-62.136, area: 10083840.000000
cep quadra:b8-62.137, area: 10093536.000000
cep quadra:b8-62.138, area: 10103232.000000
cep quadra:b8-62.139, area: 10112928.000000
cep quadra:b8-62.140, area: 10122624.000000
cep quadra:b8-62.141, area: 10132320.000000
cep quadra:b8-62.142, area: 10142016.000000
cep quadra:b8-62.143, area: 10151712.000000
cep quadra:b8-62.144, area: 10161408.000000
cep quadra:b8-62.145, area: 10171104.000000
cep quadra:b8-62.146, area: 10180800.000000
cep quadra:b8-62.147, area: 10190496.000000
cep quadra:b8-62.148, area: 10200192.000000
cep quadra:b8-62.149, area: 10209888.000000
cep quadra:b8-62.150, area: 10219584.000000
cep quadra:b8-62.151, area: 10229280.000000
cep quadra:b8-62.152, area: 10238976.000000
cep quadra:b8-62.153, area: 10248672.000000
cep quadra:b8-62.154, area: 10258368.000000
cep quadra:b8-62.155, area: 10268064.000000
cep quadra:b8-62.156, area: 10277760.000000
cep quadra:b8-62.157, area: 10287456.000000
cep quadra:b8-62.158, area: 10297152.000000
cep quadra:b8-62.159, area: 10306848.000000
cep quadra:b8-62.160, area: 10316544.000000
cep quadra:b8-62.161, area: 10326240.000000
cep quadra:b8-62.162, area: 10335936.000000
cep quadra:b8-62.163, area: 10345632.000000
cep quadra:b8-62.164, area: 10355328.000000
cep quadra:b8-63.76, area: 10365024.000000
cep quadra:b8-63.77, area: 10374720.000000
cep quadra:b8-63.78, area: 10384416.000000
cep quadra:b8-63.79, area: 10394112.000000
cep quadra:b8-63.80, area: 10403808.000000
cep quadra:b8-63.81, area: 10413504.000000
cep quadra:b8-63.82, area: 10423200.000000
cep quadra:b8-63.83, area: 10432896.000000
cep quadra:b8-63.84, area: 10442592.000000
cep quadra:b8-63.85, area: 10452288.000000
cep quadra:b8-63.86, area: 10461984.000000
cep quadra:b8-63.87, area: 10471680.000000
cep quadra:b8-63.88, area: 10481376.000000
cep quadra:b8-63.89, area: 10491072.000000
cep quadra:b8-63.90, area: 10500768.000000
cep quadra:b8-63.91, area: 10510464.000000
cep quadra:b8-63.92, area: 10520160.000000
cep quadra:b8-63.93, area: 10529856.000000
cep quadra:b8-63.94, area: 10539552.000000
cep quadra:b8-63.95, area: 10549248.000000
cep quadra:b8-63.96, area: 10558944.000000
cep quadra:b8-63.97, area: 10568640.000000
cep quadra:b8-63.98, area: 10578336.000000
cep quadra:b8-63.99, area: 10588032.000000
cep quadra:b8-63.100, area: 10597728.000000
cep quadra:b8-63.101, area: 10607424.000000
cep quadra:b8-63.102, area: 10617120.000000
cep quadra:b8-63.103, area: 10626816.000000
cep quadra:b8-63.104, area: 10636512.000000
cep quadra:b8-63.105, area: 10646208.000000
cep quadra:b8-63.106, area: 10655904.000000
cep quadra:b8-63.107, area: 10665600.000000
cep quadra:b8-63.108, area: 10675296.000000
cep quadra:b8-63.109, area: 10684992.000000
cep quadra:b8-63.110, area: 10694688.000000
cep quadra:b8-63.111, area: 10704384.000000
cep quadra:b8-63.112, area: 10714080.000000
cep quadra:b8-63.113, area: 10723776.000000
cep quadra:b8-63.114, area: 10733472.000000
cep quadra:b8-63.115, area: 10743168.000000
cep quadra:b8-63.116, area: 10752864.000000
cep quadra:b8-63.117, area: 10762560.000000
cep quadra:b8-63.118, area: 10772256.000000
cep quadra:b8-63.119, area: 10781952.000000
cep quadra:b8-63.120, area: 10791648.000000
cep quadra:b8-63.121, area: 10801344.000000
cep quadra:b8-63.122, area: 10811040.000000
cep quadra:b8-63.123, area: 10820736.000000
cep quadra:b8-63.124, area: 10830432.000000
cep quadra:b8-63.125, area: 10840128.000000
cep quadra:b8-63.126, area: 10849824.000000
cep quadra:b8-63.127, area: 10859520.000000
cep quadra:b8-63.128, area: 10869216.000000
cep quadra:b8-63.129, area: 10878912.000000
cep quadra:b8-63.130, area: 10888608.000000
cep quadra:b8-63.131, area: 10898304.000000
cep quadra:b8-63.132, area: 10908000.000000
cep quadra:b8-63.133, area: 10917696.000000
cep quadra:b8-63.134, area: 10927392.000000
cep quadra:b8-63.135, area: 10937088.000000
cep quadra:b8-63.136, area: 10946784.000000
cep quadra:b8-63.137, area: 10956480.000000
cep quadra:b8-63.138, area: 10966176.000000
cep quadra:b8-63.139, area: 10975872.000000
cep quadra:b8-63.140, area: 10985568.000000
cep quadra:b8-63.141, area: 10995264.000000
cep quadra:b8-63.142, area: 11004960.000000
cep quadra:b8-63.143, area: 11014656.000000
cep quadra:b8-63.144, area: 11024352.000000
cep quadra:b8-63.145, area: 11034048.000000
cep quadra:b8-63.146, area: 11043744.000000
cep quadra:b8-63.147, area: 11053440.000000
cep quadra:b8-63.148, area: 11063136.000000
cep quadra:b8-63.149, area: 11072832.000000
cep quadra:b8-63.150, area: 11082528.000000
cep quadra:b8-63.151, area: 11092224.000000
cep quadra:b8-63.152, area: 11101920.000000
cep quadra:b8-63.153, area: 11111616.000000
cep quadra:b8-63.154, area: 11121312.000000
cep quadra:b8-63.155, area: 11131008.000000
cep quadra:b8-63.156, area: 11140704.000000
cep quadra:b8-63.157, area: 11150400.000000
cep quadra:b8-63.158, area: 11160096.000000
cep quadra:b8-63.159, area: 11169792.000000
cep quadra:b8-63.160, area: 11179488.000000
cep quadra:b8-63.161, area: 11189184.000000
cep quadra:b8-63.162, area: 11198880.000000
cep quadra:b8-63.163, area: 11208576.000000
cep quadra:b8-63.164, area: 11218272.000000
cep quadra:b8-64.76, area: 11227968.000000
cep quadra:b8-64.77, area: 11237664.000000
cep quadra:b8-64.78, area: 11247360.000000
cep quadra:b8-64.79, area: 11257056.000000
cep quadra:b8-64.80, area: 11266752.000000
cep quadra:b8-64.81, area: 11276448.000000
cep quadra:b8-64.82, area: 11286144.000000
cep quadra:b8-64.83, area: 11295840.000000
cep quadra:b8-64.84, area: 11305536.000000
cep quadra:b8-64.85, area: 11315232.000000
cep quadra:b8-64.86, area: 11324928.000000
cep quadra:b8-64.87, area: 11334624.000000
cep quadra:b8-64.88, area: 11344320.000000
cep quadra:b8-64.89, area: 11354016.000000
cep quadra:b8-64.90, area: 11363712.000000
cep quadra:b8-64.91, area: 11373408.000000
cep quadra:b8-64.92, area: 11383104.000000
cep quadra:b8-64.93, area: 11392800.000000
cep quadra:b8-64.94, area: 11402496.000000
cep quadra:b8-64.95, area: 11412192.000000
cep quadra:b8-64.96, area: 11421888.000000
cep quadra:b8-64.97, area: 11431584.000000
cep quadra:b8-64.98, area: 11441280.000000
cep quadra:b8-64.99, area: 11450976.000000
cep quadra:b8-64.100, area: 11460672.000000
cep quadra:b8-64.101, area: 11470368.000000
cep quadra:b8-64.102, area: 11480064.000000
cep quadra:b8-64.103, area: 11489760.000000
cep quadra:b8-64.104, area: 11499456.000000
cep quadra:b8-64.105, area: 11509152.000000
cep quadra:b8-64.106, area: 11518848.000000
cep quadra:b8-64.107, area: 11528544.000000
cep quadra:b8-64.108, area: 11538240.000000
cep quadra:b8-64.109, area: 11547936.000000
cep quadra:b8-64.110, area: 11557632.000000
cep quadra:b8-64.111, area: 11567328.000000
cep quadra:b8-64.112, area: 11577024.000000
cep quadra:b8-64.113, area: 11586720.000000
cep quadra:b8-64.114, area: 11596416.000000
cep quadra:b8-64.115, area: 11606112.000000
cep quadra:b8-64.116, area: 11615808.000000
cep quadra:b8-64.117, area: 11625504.000000
cep quadra:b8-64.118, area: 11635200.000000
cep quadra:b8-64.119, area: 11644896.000000
cep quadra:b8-64.120, area: 11654592.000000
cep quadra:b8-64.121, area: 11664288.000000
cep quadra:b8-64.122, area: 11673984.000000
cep quadra:b8-64.123, area: 11683680.000000
cep quadra:b8-64.124, area: 11693376.000000
cep quadra:b8-64.125, area: 11703072.000000
cep quadra:b8-64.126, area: 11712768.000000
cep quadra:b8-64.127, area: 11722464.000000
cep quadra:b8-64.128, area: 11732160.000000
cep quadra:b8-64.129, area: 11741856.000000
cep quadra:b8-64.130, area: 11751552.000000
cep quadra:b8-64.131, area: 11761248.000000
cep quadra:b8-64.132, area: 11770944.000000
cep quadra:b8-64.133, area: 11780640.000000
cep quadra:b8-64.134, area: 11790336.000000
cep quadra:b8-64.135, area: 11800032.000000
cep quadra:b8-64.136, area: 11809728.000000
cep quadra:b8-64.137, area: 11819424.000000
cep quadra:b8-64.138, area: 11829120.000000
cep quadra:b8-64.139, area: 11838816.000000
cep quadra:b8-64.140, area: 11848512.000000
cep quadra:b8-64.141, area: 11858208.000000
cep quadra:b8-64.142, area: 11867904.000000
cep quadra:b8-64.143, area: 11877600.000000
cep quadra:b8-64.144, area: 11887296.000000
cep quadra:b8-64.145, area: 11896992.000000
cep quadra:b8-64.146, area: 11906688.000000
cep quadra:b8-64.147, area: 11916384.000000
cep quadra:b8-64.148, area: 11926080.000000
cep quadra:b8-64.149, area: 11935776.000000
cep quadra:b8-64.150, area: 11945472.000000
cep quadra:b8-64.151, area: 11955168.000000
cep quadra:b8-64.152, area: 11964864.000000
cep quadra:b8-64.153, area: 11974560.000000
cep quadra:b8-64.154, area: 11984256.000000
cep quadra:b8-64.155, area: 11993952.000000
cep quadra:b8-64.156, area: 12003648.000000
cep quadra:b8-64.157, area: 12013344.000000
cep quadra:b8-64.158, area: 12023040.000000
cep quadra:b8-64.159, area: 12032736.000000
cep quadra:b8-64.160, area: 12042432.000000
cep quadra:b8-64.161, area: 12052128.000000
cep quadra:b8-64.162, area: 12061824.000000
cep quadra:b8-64.163, area: 12071520.000000
cep quadra:b8-64.164, area: 12081216.000000
cep quadra:b8-65.76, area: 12090912.000000
cep quadra:b8-65.77, area: 12100608.000000
cep quadra:b8-65.78, area: 12110304.000000
cep quadra:b8-65.79, area: 12120000.000000
cep quadra:b8-65.80, area: 12129696.000000
cep quadra:b8-65.81, area: 12139392.000000
cep quadra:b8-65.82, area: 12149088.000000
cep quadra:b8-65.83, area: 12158784.000000
cep quadra:b8-65.84, area: 12168480.000000
cep quadra:b8-65.85, area: 12178176.000000
cep quadra:b8-65.86, area: 12187872.000000
cep quadra:b8-65.87, area: 12197568.000000
cep quadra:b8-65.88, area: 12207264.000000
cep quadra:b8-65.89, area: 12216960.000000
cep quadra:b8-65.90, area: 12226656.000000
cep quadra:b8-65.91, area: 12236352.000000
cep quadra:b8-65.92, area: 12246048.000000
cep quadra:b8-65.93, area: 12255744.000000
cep quadra:b8-65.94, area: 12265440.000000
cep quadra:b8-65.95, area: 12275136.000000
cep quadra:b8-65.96, area: 12284832.000000
cep quadra:b8-65.97, area: 12294528.000000
cep quadra:b8-65.98, area: 12304224.000000
cep quadra:b8-65.99, area: 12313920.000000
cep quadra:b8-65.100, area: 12323616.000000
cep quadra:b8-65.101, area: 12333312.000000
cep quadra:b8-65.102, area: 12343008.000000
cep quadra:b8-65.103, area: 12352704.000000
cep quadra:b8-65.104, area: 12362400.000000
cep quadra:b8-65.105, area: 12372096.000000
cep quadra:b8-65.106, area: 12381792.000000
cep quadra:b8-65.107, area: 12391488.000000
cep quadra:b8-65.108, area: 12401184.000000
cep quadra:b8-65.109, area: 12410880.000000
cep quadra:b8-65.110, area: 12420576.000000
cep quadra:b8-65.111, area: 12430272.000000
cep quadra:b8-65.112, area: 12439968.000000
cep quadra:b8-65.113, area: 12449664.000000
cep quadra:b8-65.114, area: 12459360.000000
cep quadra:b8-65.115, area: 12469056.000000
cep quadra:b8-65.116, area: 12478752.000000
cep quadra:b8-65.117, area: 12488448.000000
cep quadra:b8-65.118, area: 12498144.000000
cep quadra:b8-65.119, area: 12507840.000000
cep quadra:b8-65.120, area: 12517536.000000
cep quadra:b8-65.121, area: 12527232.000000
cep quadra:b8-65.122, area: 12536928.000000
cep quadra:b8-65.123, area: 12546624.000000
cep quadra:b8-65.124, area: 12556320.000000
cep quadra:b8-65.125, area: 12566016.000000
cep quadra:b8-65.126, area: 12575712.000000
cep quadra:b8-65.127, area: 12585408.000000
cep quadra:b8-65.128, area: 12595104.000000
cep quadra:b8-65.129, area: 12604800.000000
cep quadra:b8-65.130, area: 12614496.000000
cep quadra:b8-65.131, area: 12624192.000000
cep quadra:b8-65.132, area: 12633888.000000
cep quadra:b8-65.133, area: 12643584.000000
cep quadra:b8-65.134, area: 12653280.000000
cep quadra:b8-65.135, area: 12662976.000000
cep quadra:b8-65.136, area: 12672672.000000
cep quadra:b8-65.137, area: 12682368.000000
cep quadra:b8-65.138, area: 12692064.000000
cep quadra:b8-65.139, area: 12701760.000000
cep quadra:b8-65.140, area: 12711456.000000
cep quadra:b8-65.141, area: 12721152.000000
cep quadra:b8-65.142, area: 12730848.000000
cep quadra:b8-65.143, area: 12740544.000000
cep quadra:b8-65.144, area: 12750240.000000
cep quadra:b8-65.145, area: 12759936.000000
cep quadra:b8-65.146, area: 12769632.000000
cep quadra:b8-65.147, area: 12779328.000000
cep quadra:b8-65.148, area: 12789024.000000
cep quadra:b8-65.149, area: 12798720.000000
cep quadra:b8-65.150, area: 12808416.000000
cep quadra:b8-65.151, area: 12818112.000000
cep quadra:b8-65.152, area: 12827808.000000
cep quadra:b8-65.153, area: 12837504.000000
cep quadra:b8-65.154, area: 12847200.000000
cep quadra:b8-65.155, area: 12856896.000000
cep quadra:b8-65.156, area: 12866592.000000
cep quadra:b8-65.157, area: 12876288.000000
cep quadra:b8-65.158, area: 12885984.000000
cep quadra:b8-65.159, area: 12895680.000000
cep quadra:b8-65.160, area: 12905376.000000
cep quadra:b8-65.161, area: 12915072.000000
cep quadra:b8-65.162, area: 12924768.000000
cep quadra:b8-65.163, area: 12934464.000000
cep quadra:b8-65.164, area: 12944160.000000
cep quadra:b8-66.76, area: 12953856.000000
cep quadra:b8-66.77, area: 12963552.000000
cep quadra:b8-66.78, area: 12973248.000000
cep quadra:b8-66.79, area: 12982944.000000
cep quadra:b8-66.80, area: 12992640.000000
cep quadra:b8-66.81, area: 13002336.000000
cep quadra:b8-66.82, area: 13012032.000000
cep quadra:b8-66.83, area: 13021728.000000
cep quadra:b8-66.84, area: 13031424.000000
cep quadra:b8-66.85, area: 13041120.000000
cep quadra:b8-66.86, area: 13050816.000000
cep quadra:b8-66.87, area: 13060512.000000
cep quadra:b8-66.88, area: 13070208.000000
cep quadra:b8-66.89, area: 13079904.000000
cep quadra:b8-66.90, area: 13089600.000000
cep quadra:b8-66.91, area: 13099296.000000
cep quadra:b8-66.92, area: 13108992.000000
cep quadra:b8-66.93, area: 13118688.000000
cep quadra:b8-66.94, area: 13128384.000000
cep quadra:b8-66.95, area: 13138080.000000
cep quadra:b8-66.96, area: 13147776.000000
cep quadra:b8-66.97, area: 13157472.000000
cep quadra:b8-66.98, area: 13167168.000000
cep quadra:b8-66.99, area: 13176864.000000
cep quadra:b8-66.100, area: 13186560.000000
cep quadra:b8-66.101, area: 13196256.000000
cep quadra:b8-66.102, area: 13205952.000000
